property_id,county_fips_code,county,congressional_district_code,municipality_name,hud_property_name,property_street_address,city,state,zip_code,units,property_category_name,owner_organization_name,owner_address,owner_phone,owner_type,owner_effective_date,owner_id,property_manager_name,property_manager_company,property_manager_address,property_manager_phone,property_manager_email,property_manager_type,servicing_site_name
800734810,42003,Allegheny,12,Pennsbury Village,290 Golf Course Grove,372 Paulding Expressway,Eagle Pass,PA,92353,59,Insured-Unsubsidized,Housing Authority of Wilkinsburg,"1373 Healy Creek, Lakewood, WV 92707",(412) 947-6444,Profit Motivated,1996-04-07,33254,Elodia Bonner,Precision Castparts Corporation,947 Godeus Street,(412) 870-1896,qualifications1954@example.com,Non-Profit,OHP
800886803,42003,Allegheny,18,Brackenridge,Lone Wolf Wealth Planning,274 Stow Lake Park,Maple Heights,PA,33076,48,Insured-Unsubsidized,Housing Authority of North Fayette,"671 Tioga Avenue, Covina, NM 78627",(412) 582-4496,Profit Motivated,1970-01-28,203096,Rory Dotson,Bain & Company,1025 Dow Walk,(412) 248-4890,trance1991@protonmail.com,Non-Profit,Pittsburgh
800258581,42003,Allegheny,15,Ohara,871 Seward Gardens,863 Steveloe Freeway,Lemoore,PA,48630,90,Insured-Subsidized,Housing Authority of Glen Osborne,"596 Oceanview Green, University Park, IL 10500",(412) 697-4454,Profit Motivated,2014-09-12,332580,Emmett Fuentes,Four Leaf Clover,680 Meadowbrook Terrace,(412) 120-6543,soviet1875@protonmail.com,Limited Dividend,Pittsburgh
800421702,42003,Allegheny,15,McCandless,Convergys Corp.,187 Crescent Plaza,Hendersonville,PA,99821,237,Insured-Subsidized,Housing Authority of Sewickley,"859 Hill Rapids, Pensacola, WY 54141",(412) 099-7996,Limited Dividend,2019-04-05,221292,Jarod Craig,Discovery Communications,835 Egbert Manor,(412) 752-4119,term1900@protonmail.com,Non-Profit,Pittsburgh
800235870,42003,Allegheny,14,Homestead,599 East Hill,538 Yorba Pike,Hanford,PA,80986,234,Insured-Unsubsidized,Housing Authority of Leetsdale,"677 Persia Viaduct, Rochester, MN 65613",(412) 978-0879,Profit Motivated,1968-01-17,296554,Cleveland Sims,Arryx,1150 Lurmont Mews,(412) 336-0357,emerging2025@duck.com,Limited Dividend,OHP
800178537,42003,Allegheny,12,Ohara,960 Saint Francis Hills,713 Dicha Park,Battle Creek,PA,74616,112,Insured-Unsubsidized,Housing Authority of Glassport,"44 Decatur Shore, West Mifflin, LA 18557",(412) 792-5315,Non-Profit,1988-05-03,42435,Ned Graves,Brinks,171 Berry Square,(412) 425-1042,prominent1981@yandex.com,Limited Dividend,Pittsburgh
800812415,42003,Allegheny,15,Scott,815 Lakeview Plaza,894 Bennington Place,Menomonee Falls,PA,44435,5,Insured-Subsidized,Housing Authority of Liberty,"998 Austin Pine, Largo, MN 60584",(412) 450-1371,Limited Dividend,2009-04-14,355526,Bao Garcia,Maxiserve,486 Randolph Road,(412) 379-6900,bacterial2032@protonmail.com,Limited Dividend,OHP
800678945,42003,Allegheny,16,Heidelberg,Service Corporation International,39 Edgehill Place,Eden Prairie,PA,80667,95,Insured-Unsubsidized,Housing Authority of Thornburg,"1362 Kirkwood Run, St. Petersburg, NE 02478",(412) 937-1362,Limited Dividend,2006-06-16,368893,Jeffery Williamson,Perisolution,1244 Precita Bayou,(412) 340-5489,reading2016@yahoo.com,Limited Dividend,OHP
800715266,42003,Allegheny,15,Ben Avon,903 Brosnan Grove,1252 Fillmore Gardens,Xenia,PA,89951,449,Insured-Subsidized,Housing Authority of Blawnox,"270 Otsego Landing, Lauderhill, MT 06547",(412) 782-7102,Profit Motivated,2007-10-19,251901,Jani Osborn,Xilinx,134 Schwerin Green,(412) 069-1475,celebrities1928@protonmail.com,Profit Motivated,Baltimore
800566648,42003,Allegheny,12,Whitehall,726 Lippard Pass,1176 Winston Place,Pasco,PA,78297,392,Insured-Subsidized,Housing Authority of North Braddock,"453 Woodland Expressway, Riverton, DE 63212",(412) 439-9165,Limited Dividend,1968-09-20,134207,Denny Mckay,Carnival Cruise Lines,771 Horne Parkway,(412) 820-0000,landscapes1852@example.org,Limited Dividend,Pittsburgh
800272808,42003,Allegheny,12,Avalon,157 Pino Extension,179 Bergen Lane,Normal,PA,32852,237,Insured-Subsidized,Housing Authority of Ohara,"21 Salmon Circle, Erie, KY 63674",(412) 725-8220,Limited Dividend,2022-12-19,160707,Isis Gutierrez,"Sterling Ledet & Associates, Inc.",429 Powhattan Ferry,(412) 264-2919,jewellery1872@yandex.com,Non-Profit,Pittsburgh
800703642,42003,Allegheny,17,McKeesport,655 Harold Ferry,1345 Sheridan Hill,Huntsville,PA,37674,466,Insured-Subsidized,Housing Authority of Pittsburgh,"93 Point Lobos Mall, Villa Park, MT 98708",(412) 561-2381,Limited Dividend,1979-08-05,215743,Walton Sawyer,Bose Corporation,678 Chicago Mall,(412) 916-8267,singh2082@yandex.com,Limited Dividend,Pittsburgh
800097031,42003,Allegheny,16,Etna,Anadarko Petroleum Corporation,1076 Winter Creek,Forest Lake,PA,28110,461,Insured-Subsidized,Housing Authority of Fox Chapel,"130 Westmoorland Bend, Clovis, NH 35585",(412) 233-4834,Limited Dividend,1967-07-09,37805,Omega Sandoval,Bed Bath & Beyond,912 Morning Glory Creek,(412) 234-4410,translator2057@duck.com,Non-Profit,Baltimore
800100320,42003,Allegheny,18,Lincoln,Dollar General,287 Grenard Field,Maple Heights,PA,71766,163,Insured-Unsubsidized,Housing Authority of Ingram,"356 Rio Mall, Sulphur, IL 67516",(412) 388-1825,Limited Dividend,1972-03-15,57538,Son Greer,Bosch Brewing Company,310 Dwight Pike,(412) 164-4675,minimum1816@example.org,Limited Dividend,Pittsburgh
800999799,42003,Allegheny,17,Marshall,Testor Corporation,26 Harrison Green,Victorville,PA,96867,158,Insured-Unsubsidized,Housing Authority of Frazer,"533 Waltham Stravenue, Cambridge, NV 36584",(412) 672-2415,Profit Motivated,2022-02-18,242304,Marilu Holloway,NetZero,359 Malta Hill,(412) 397-2876,announced1959@example.org,Non-Profit,OHP
800698916,42003,Allegheny,15,Wall,215 Mabrey Bayou,1191 Briarcliff Square,Quincy,PA,58720,382,Insured-Subsidized,Housing Authority of Ingram,"1379 Cedar Pass, Lake in the Hills, PA 21243",(412) 275-3104,Profit Motivated,1986-02-16,141103,Shaquana Carey,Magna Solution,381 Ravenwood Boulevard,(412) 783-4303,performing1816@yahoo.com,Profit Motivated,OHP
800029458,42003,Allegheny,15,Rankin,Kmart,692 Ardenwood Lake,Coalinga,PA,80341,224,Insured-Subsidized,Housing Authority of Neville,"159 Laussat Expressway, Barberton, TN 34930",(412) 801-4317,Limited Dividend,2013-12-24,354770,Donya Cantrell,Gas Legion,625 Chase Green,(412) 504-7282,advocacy2006@outlook.com,Non-Profit,OHP
800626954,42003,Allegheny,16,Port Vue,Fit Tonic,439 Eucalyptus Route,Mason City,PA,86053,238,Insured-Subsidized,Housing Authority of Baldwin,"919 Wisser Field, Hutchinson, ID 98215",(412) 810-7483,Profit Motivated,1994-07-18,405627,Latoria Browning,Uwajimaya,839 Candlestick Point Sra Loop,(412) 758-0320,deal2043@live.com,Non-Profit,OHP
800375817,42003,Allegheny,13,Sewickley,990 Florence Route,483 Brown Road,Ithaca,PA,97317,280,Insured-Unsubsidized,Housing Authority of Stowe,"928 Marietta Bayou, Beverly, WY 45075",(412) 018-0647,Profit Motivated,2003-06-21,273828,Simon Gray,Reliable Garden Management,699 Parsons Park,(412) 554-5106,undertake1986@gmail.com,Profit Motivated,Baltimore
800265744,42003,Allegheny,12,Plum,American Express,645 Blanche Pine,North Ogden,PA,01815,202,Insured-Subsidized,Housing Authority of Brackenridge,"1297 Lloyd Gardens, Kirksville, SC 37407",(412) 726-6125,Non-Profit,2017-09-17,368102,Rebecka Abbott,Auto-Owners Insurance,822 Harriet Junction,(412) 597-5319,carried1931@live.com,Profit Motivated,Pittsburgh
800807512,42003,Allegheny,14,Oakmont,188 Stern Grove Gardens,972 Ludlow Bridge,Rocky River,PA,69912,404,Insured-Subsidized,Housing Authority of Turtle Creek,"499 Nordhoff Parkway, Centennial, WY 62795",(412) 426-8735,Profit Motivated,1965-05-08,214977,Wilton Hudson,El Paso Corp.,444 Darien Circle,(412) 102-4440,pavilion1902@yandex.com,Limited Dividend,Pittsburgh
800012471,42003,Allegheny,12,Braddock,H&R Block,774 Venard Circle,Port Arthur,PA,45158,349,Insured-Subsidized,Housing Authority of Springdale,"1193 Avenue C Glen, Georgetown, SD 04920",(412) 341-4909,Non-Profit,2021-04-26,174627,Chi Warren,Pantone,498 Alpine Row,(412) 851-4932,promptly1969@outlook.com,Non-Profit,OHP
800726832,42003,Allegheny,12,Collier,1122 Ashwood Spur,889 Jessie West Crossing,Searcy,PA,56713,474,Insured-Unsubsidized,Housing Authority of Franklin Park,"930 Sixth Row, Fort Collins, NE 04587",(412) 404-2965,Profit Motivated,1976-12-11,351756,Francisco Harper,West Liberty Foods,1266 Albion Ranch,(412) 174-8709,junk1923@example.org,Profit Motivated,Pittsburgh
800103988,42003,Allegheny,13,Duquesne,The Flying Bear,138 Wayland Alley,Passaic,PA,00565,76,Insured-Subsidized,Housing Authority of Carnegie,"402 Aquavista Plaza, Holladay, TN 44762",(412) 586-9702,Limited Dividend,1966-09-30,8713,Tyron Callahan,Just For Fun,853 Shore View Estate,(412) 461-4719,compressed1951@example.com,Non-Profit,OHP
800115829,42003,Allegheny,15,Pitcairn,560 Frederick Canyon,1006 Dewey Highway,La Verne,PA,66107,172,Insured-Unsubsidized,Housing Authority of Tarentum,"942 Richter Ferry, Matteson, NC 86602",(412) 699-6716,Limited Dividend,1994-01-27,361162,Dave Flores,Parts and Pieces,123 Olympia Freeway,(412) 833-6689,couple1994@example.com,Limited Dividend,OHP
800119963,42003,Allegheny,14,West Mifflin,598 Morgan Viaduct,884 Automobile Square,Port Arthur,PA,20901,408,Insured-Subsidized,Housing Authority of ,"810 Capra Hill, Vineland, WV 96637",(412) 886-2667,Profit Motivated,1987-02-15,186897,Numbers York,Albemarle Corporation,141 Woodhaven Field,(412) 405-7303,horrible1891@yahoo.com,Profit Motivated,OHP
800255375,42003,Allegheny,14,Fawn,EnviroSource Design,409 Comerford Canyon,Sylvania,PA,25523,41,Insured-Subsidized,Housing Authority of Fox Chapel,"1038 San Carlos Motorway, Greenacres, GA 71370",(412) 107-0753,Limited Dividend,1972-08-24,166217,Sanora Dalton,Team Designers and Associates,444 Water Boulevard,(412) 557-8459,panic1957@duck.com,Profit Motivated,OHP
800217926,42003,Allegheny,15,East Deer,Mutual of Omaha,187 Lulu Bend,Freeport,PA,13094,243,Insured-Subsidized,Housing Authority of Jefferson Hills,"563 Hulbert Gardens, Antioch, CT 11867",(412) 949-5621,Non-Profit,2003-08-25,191763,Truman Cline,Control Data Corporation,1359 Eastman Glen,(412) 117-9137,emails1979@live.com,Profit Motivated,Baltimore
800326161,42003,Allegheny,14,Collier,844 Saroyan Bayou,612 Fairfield Manor,Prescott Valley,PA,25687,47,Insured-Unsubsidized,Housing Authority of Harmar,"1200 Hanover Freeway, Thornton, SC 70605",(412) 787-0020,Non-Profit,2016-03-10,258621,Austin Kirk,Infinite Wealth Planners,71 Marengo Stravenue,(412) 150-8454,ind1999@example.com,Non-Profit,OHP
800480146,42003,Allegheny,14,Moon,Infinite Wealth,1187 Ellsworth Trail,Louisville,PA,65729,352,Insured-Subsidized,Housing Authority of Bell Acres,"1196 Water Shore, Blacksburg, ME 84903",(412) 369-6996,Non-Profit,1991-08-09,379783,Daron Castillo,Sonic Solutions,658 Meade Mews,(412) 641-9633,encouraging1992@gmail.com,Non-Profit,Pittsburgh
800118712,42003,Allegheny,14,Upper St Clair,Rockwell Automation,846 J Pike,Mount Clemens,PA,63817,455,Insured-Unsubsidized,Housing Authority of Castle Shannon,"540 Cortland Ferry, St. Peters, VA 20347",(412) 845-2566,Non-Profit,1977-01-25,227012,Marvin Norris,Suadela Investment,714 Water Crescent,(412) 057-8473,liechtenstein2054@yahoo.com,Limited Dividend,Pittsburgh
800727540,42003,Allegheny,13,Elizabeth,Apollo Group,1273 Edinburgh Rapids,Fontana,PA,56919,48,Insured-Unsubsidized,Housing Authority of Jefferson Hills,"688 Linares Ranch, Crystal Lake, DE 77334",(412) 871-6606,Non-Profit,1998-02-06,417108,Morton Cotton,Sur La Table,1041 Agnon Arcade,(412) 915-5050,americas1830@outlook.com,Limited Dividend,OHP
800154463,42003,Allegheny,17,Dravosburg,716 Saint George Station,112 Brosnan Annex,Willoughby,PA,53457,23,Insured-Unsubsidized,Housing Authority of Millvale,"15 Natick Bridge, Plant City, KY 26710",(412) 865-6038,Profit Motivated,1993-09-21,187375,Fidel David,Altria Group,128 Cleveland Mews,(412) 098-5667,login1978@yandex.com,Non-Profit,Pittsburgh
800159366,42003,Allegheny,14,Baldwin,760 Judah Cove,600 Bitting Rapids,Laurel,PA,34308,195,Insured-Subsidized,Housing Authority of Wall,"131 Jules Crescent, Woodburn, VA 67710",(412) 265-9803,Non-Profit,2001-02-07,313738,Shala Hodges,Macroserve,1062 Godeus Garden,(412) 403-0394,href1873@example.org,Limited Dividend,OHP
800378150,42003,Allegheny,13,Duquesne,933 Rawles Mall,679 Rainey Mews,Baldwin,PA,41955,278,Insured-Unsubsidized,Housing Authority of Crescent,"235 Serrano Row, Abilene, WV 40495",(412) 391-1260,Non-Profit,2005-06-02,341685,Leonel Guerrero,Marantz,1007 San Diego Garden,(412) 267-2119,fully2027@example.org,Limited Dividend,Baltimore
800184034,42003,Allegheny,12,Bellevue,242 Darrell Glen,307 Bishop Avenue,Jonesboro,PA,30380,223,Insured-Unsubsidized,Housing Authority of Marshall,"1331 Anzavista Extension, West St. Paul, HI 85778",(412) 518-6680,Non-Profit,2015-12-20,170715,Rolf Brennan,Webcom Business Services,436 Thornton Hills,(412) 961-6978,reflects1887@example.com,Limited Dividend,Pittsburgh
800432888,42003,Allegheny,16,Pennsbury Village,Intel,359 San Fernando Freeway,Tiffin,PA,35646,120,Insured-Unsubsidized,Housing Authority of Mt Lebanon,"1280 Hazelwood Walk, Richmond, NY 76348",(412) 125-9575,Non-Profit,1985-09-17,350653,Sherly Sharpe,Harley-Davidson,562 Mccarthy Lane,(412) 810-4600,authentic2033@yandex.com,Limited Dividend,Baltimore
800777131,42003,Allegheny,16,Pine,787 Saint Charles Annex,1386 Euclid Trail,Cicero,PA,47167,131,Insured-Subsidized,Housing Authority of Dravosburg,"266 Vista Verde Highway, Beaverton, MO 71977",(412) 286-1684,Non-Profit,1984-04-07,138812,Dorla Hood,Brightpoint,1005 Scotland Pine,(412) 396-6990,console1946@live.com,Non-Profit,Baltimore
800386403,42003,Allegheny,12,Plum,278 King Hill,485 Bengal Bayou,North Royalton,PA,94482,461,Insured-Unsubsidized,Housing Authority of Etna,"763 North Gate Court, Pittsfield, TN 92549",(412) 335-6718,Non-Profit,1970-03-10,4654,Lexie Parks,CIGNA,830 Jakey Expressway,(412) 062-4110,visual1861@example.org,Non-Profit,OHP
800429496,42003,Allegheny,12,East Deer,Human Kinetics,694 Portola Ferry,Bonita Springs,PA,23094,396,Insured-Subsidized,Housing Authority of Crafton,"683 Candyland Spur, Alpharetta, DE 07542",(412) 596-5342,Profit Motivated,1996-08-04,298761,Deandre Sweet,Just For Fun,371 Severn Manor,(412) 670-0988,naples2076@duck.com,Non-Profit,Pittsburgh
800094063,42003,Allegheny,15,Baldwin,Dippin' Dots,1344 Gold Ranch,Inglewood,PA,80884,59,Insured-Unsubsidized,Housing Authority of Brackenridge,"683 Koret Parkway, Joplin, AZ 79113",(412) 106-9427,Non-Profit,2021-10-15,302351,Tora Rios,MegaSolutions,441 Red Leaf Trail,(412) 074-6136,childhood1971@gmail.com,Profit Motivated,OHP
800903138,42003,Allegheny,17,Jefferson Hills,Ideal Industries,197 Nelson Walk,Converse,PA,14527,417,Insured-Unsubsidized,Housing Authority of Robinson,"1285 Oreilly Run, Garfield Heights, WY 99523",(412) 962-3216,Non-Profit,2013-08-29,31940,Derrick Gill,Safeway Inc.,841 Red Rock Gardens,(412) 662-1104,measured1855@live.com,Limited Dividend,Pittsburgh
800040095,42003,Allegheny,14,Coraopolis,115 Dedman Estate,572 Rockland Pike,Sikeston,PA,77861,419,Insured-Unsubsidized,Housing Authority of Glassport,"169 The Block Cove, Wichita Falls, VT 56656",(412) 187-0805,Limited Dividend,2019-09-20,164661,Elanor Gaines,Sony Pictures Entertainment,1136 Monterey Circle,(412) 795-2723,trackback1948@live.com,Limited Dividend,Pittsburgh
800871275,42003,Allegheny,16,Monroeville,760 Massasoit Drive,322 Transbay Hump Lodge,Cliffside Park,PA,86306,274,Insured-Subsidized,Housing Authority of Ingram,"1283 Clarence Hill, Ridgewood, MO 70934",(412) 890-5544,Non-Profit,1978-03-01,110894,Adaline O'connor,DaVita,750 Leroy Hill,(412) 736-0750,hope2002@protonmail.com,Non-Profit,OHP
800504177,42003,Allegheny,14,Edgewood,W. L. Gore & Associates,1205 Menoher Route,Plymouth,PA,22866,94,Insured-Subsidized,Housing Authority of Etna,"1035 Washington Field, Ossining, SD 61533",(412) 472-8146,Limited Dividend,2021-12-10,121561,Emiko Stafford,Platinum Interior Design,1176 Fauntleroy Stravenue,(412) 636-2778,ranks1828@live.com,Non-Profit,OHP
800790102,42003,Allegheny,13,Kilbuck,Gemini Sound Products,641 Duncombe Pike,Baton Rouge,PA,87288,205,Insured-Subsidized,Housing Authority of Aspinwall,"1387 Bradford Rapids, Shelby, AL 43573",(412) 167-7900,Non-Profit,2010-06-18,415041,Rex Ferrell,First Choice Garden Maintenance,356 Zanowitz Ranch,(412) 893-6121,dress1932@live.com,Profit Motivated,OHP
800433472,42003,Allegheny,16,Brackenridge,654 Lockwood Pass,715 Ignacio Boulevard,Bethel Park,PA,55413,381,Insured-Unsubsidized,Housing Authority of Ohara,"1114 Junipero Serra Green, Boulder, AR 28373",(412) 722-7722,Non-Profit,2012-05-26,257135,Bradly Brady,Klipsch Audio Technologies,312 Innes Court,(412) 933-0582,registered1938@protonmail.com,Non-Profit,Pittsburgh
800583695,42003,Allegheny,15,Shaler,Atmos Energy,420 Congo Hills,San Bernardino,PA,68016,63,Insured-Subsidized,Housing Authority of Lincoln,"244 Alabama Motorway, Kenosha, WY 48360",(412) 201-4461,Profit Motivated,1965-12-03,322410,Normand O'neal,AMR Corporation,1113 Merlin Trail,(412) 555-1238,pioneer1878@example.com,Limited Dividend,Baltimore
800996317,42003,Allegheny,16,Edgewood,XPAC,1250 Dorchester Manor,Nashville,PA,88704,265,Insured-Unsubsidized,Housing Authority of Bridgeville,"614 North Van Horn Mews, Saginaw, KS 43900",(412) 241-9021,Non-Profit,2019-11-27,344868,Jackeline Pratt,Schoep's Ice Cream,852 Portal Row,(412) 952-2551,believe2060@yahoo.com,Non-Profit,Baltimore
800255581,42003,Allegheny,17,Fawn,Subway,1118 Wilmot Mall,Peoria,PA,25799,61,Insured-Subsidized,Housing Authority of Pittsburgh,"1076 Fresno Court, Christiansburg, TN 50280",(412) 978-9217,Non-Profit,2010-01-31,36623,Jacinda Craft,Goodrich Corporation,606 Anthony Parkway,(412) 217-7144,veterinary1979@protonmail.com,Non-Profit,Baltimore
800218430,42003,Allegheny,13,Edgeworth,817 Lundeen Bypass,166 Napoleon Turnpike,White Bear Lake,PA,02174,43,Insured-Unsubsidized,Housing Authority of Wilmerding,"1072 Sadowa Lane, Elizabeth, DE 74324",(412) 930-6879,Profit Motivated,2016-06-02,363122,Jule Potter,Tempur-Pedic,666 Prentiss Highway,(412) 296-1913,wikipedia1969@yahoo.com,Profit Motivated,Pittsburgh
800398403,42003,Allegheny,15,Crescent,561 Conrad Green,430 North Hughes Park,Kalamazoo,PA,32579,90,Insured-Unsubsidized,Housing Authority of Hampton,"1179 Carter Point, Youngstown, NY 61176",(412) 282-4212,Limited Dividend,1982-06-09,94836,Madlyn Sweeney,OSI Restaurant Partners,588 Ney Pike,(412) 751-7239,stress2076@example.com,Non-Profit,Baltimore
800372070,42003,Allegheny,18,Upper St Clair,70 Ophir Estate,923 Gibbon Drive,Binghamton,PA,24361,485,Insured-Unsubsidized,Housing Authority of Kilbuck,"834 Doric Boulevard, Morgan Hill, NJ 77482",(412) 245-4201,Profit Motivated,1999-10-21,181470,Buford Kelley,Seattle's Best Coffee,720 College Row,(412) 288-8037,prison1980@outlook.com,Non-Profit,OHP
800768789,42003,Allegheny,12,Baldwin,Overcast Media,1096 Greenview Rapids,Everett,PA,19123,331,Insured-Unsubsidized,Housing Authority of Mt Lebanon,"1228 Joy Trace, Cedar Falls, NE 01629",(412) 528-6729,Profit Motivated,1973-08-31,193375,Lakiesha Lara,Goodrich Corporation,669 Northern Bridge,(412) 541-9014,widely2048@protonmail.com,Non-Profit,OHP
800343805,42003,Allegheny,12,Stowe,263 Decker Route,951 Alton Boulevard,North Royalton,PA,61973,152,Insured-Unsubsidized,Housing Authority of Frazer,"1118 Ripley Route, Paso Robles, TX 24629",(412) 152-6456,Profit Motivated,1969-11-30,65378,Valda O'neal,Tully's Coffee,27 Acorn Lodge,(412) 245-7480,attorneys1829@example.org,Profit Motivated,OHP
800678311,42003,Allegheny,13,Sewickley Hills,556 Acevedo Drive,381 Rosenkranz Trail,Ankeny,PA,80271,245,Insured-Subsidized,Housing Authority of Brentwood,"501 Steuben Crescent, Wilsonville, ND 98535",(412) 690-0977,Profit Motivated,1982-05-19,108588,Gregg Langley,Lazysize,823 Everson Landing,(412) 622-6347,interpretation1979@gmail.com,Limited Dividend,OHP
800677030,42003,Allegheny,14,Wilmerding,Full Color,466 Rizal Pass,Machesney Park,PA,71598,40,Insured-Subsidized,Housing Authority of North Versailles,"83 Davenport Terrace, Seal Beach, SD 94702",(412) 303-4751,Non-Profit,1968-03-25,167861,Kurt Flores,Fox Film Corporation,1346 Huron Bayou,(412) 996-7427,nextel1933@outlook.com,Limited Dividend,Baltimore
800161802,42003,Allegheny,18,Collier,Vocera Communications,1371 Madrone Estate,Bergenfield,PA,60755,99,Insured-Unsubsidized,Housing Authority of Kilbuck,"421 Buckingham Annex, La Vista, KS 09480",(412) 329-6677,Profit Motivated,2006-07-22,187019,Quinton Goodwin,Duke Energy,819 Lapu-Lapu Heights,(412) 473-0091,occasionally1934@duck.com,Limited Dividend,OHP
800252549,42003,Allegheny,16,Neville,"PalmOne, Inc.",1026 Allston Extension,Montclair,PA,93407,266,Insured-Subsidized,Housing Authority of Reserve,"1130 Ashwood Junction, Vista, VA 03434",(412) 484-8350,Non-Profit,1971-02-23,349349,Wilford Cote,Aspyr Media,735 Gilroy Place,(412) 872-0534,quarter1856@live.com,Non-Profit,OHP
800315603,42003,Allegheny,13,Glen Osborne,StopGrey,62 Pollock Extension,Statesville,PA,10486,240,Insured-Subsidized,Housing Authority of West Deer,"32 Ardath Spur, Phenix City, WV 24092",(412) 507-8389,Non-Profit,1975-09-05,12296,Melani Mosley,O'Reilly,1283 Garfield Place,(412) 154-2989,belong1812@gmail.com,Limited Dividend,OHP
800544191,42003,Allegheny,18,Fox Chapel,Group O,740 Finley Trail,Joplin,PA,79642,149,Insured-Unsubsidized,Housing Authority of North Fayette,"643 Medau Stravenue, Lacey, WA 46069",(412) 165-9057,Profit Motivated,1987-08-09,325463,Lurlene Alford,Garden Guru,15 Halleck Manor,(412) 348-2720,removing1930@yandex.com,Non-Profit,Pittsburgh
800798318,42003,Allegheny,16,Brentwood,1006 Carmel Plaza,523 Alabama Run,Gardner,PA,67580,443,Insured-Unsubsidized,Housing Authority of Kilbuck,"400 Loehr Trace, Goodyear, NY 10174",(412) 655-4229,Profit Motivated,2007-11-29,173686,Hildegarde Hickman,AnaSpec,765 Eutaw Route,(412) 548-0070,give2007@yandex.com,Profit Motivated,Baltimore
800163363,42003,Allegheny,12,Thornburg,32 Isis Avenue,540 Blairwood Lodge,Ypsilanti,PA,17563,358,Insured-Subsidized,Housing Authority of Franklin Park,"552 Treasure Island Point, Altus, RI 69897",(412) 102-7479,Limited Dividend,1970-12-24,218346,Jessika Walter,Duke Energy,1016 Tenny Place,(412) 820-2834,hwy1843@example.com,Non-Profit,OHP
800521274,42003,Allegheny,16,Penn Hills,FedEx,1347 Waltham Plaza,Matteson,PA,71696,116,Insured-Subsidized,Housing Authority of Elizabeth,"24 Battery Cranston Ferry, Plymouth, AK 27023",(412) 314-3082,Non-Profit,2020-07-27,251357,Earnest Ortiz,Millenia Life,541 Felton Trace,(412) 049-1910,machine1933@outlook.com,Limited Dividend,OHP
800024263,42003,Allegheny,15,Bridgeville,892 Sunnydale Terrace,35 Shannon Pass,Orinda,PA,98702,370,Insured-Subsidized,Housing Authority of Versailles,"727 Encanto Hill, Redondo Beach, VA 63700",(412) 511-8348,Profit Motivated,1983-04-23,224723,Laine Hurst,Marathon Oil,687 Long Bridge Creek,(412) 686-7437,commands1877@duck.com,Limited Dividend,Baltimore
800736754,42003,Allegheny,14,Swissvale,Coventry Health Care,1236 Encinal Pass,Kyle,PA,38053,371,Insured-Subsidized,Housing Authority of Tarentum,"1312 Continuum Crossing, Boca Raton, NE 73009",(412) 512-2590,Non-Profit,1977-01-04,147077,Alfredo Garner,Iron Mountain,392 Medical Center Ranch,(412) 385-2383,identical1975@protonmail.com,Non-Profit,Baltimore
800089732,42003,Allegheny,16,Verona,673 Kimball Spur,660 Willard Canyon,Tallahassee,PA,62772,275,Insured-Unsubsidized,Housing Authority of Collier,"1088 Sunrise Estate, Largo, NV 73501",(412) 534-1277,Profit Motivated,1985-07-27,259022,Robin Mercer,Renys,45 Mission Rock Manor,(412) 662-1276,farming2052@example.com,Limited Dividend,Baltimore
800693108,42003,Allegheny,16,Aleppo,466 Card Park,1107 Mercury Lake,Wausau,PA,35065,281,Insured-Subsidized,Housing Authority of Haysville,"1179 Webb Bypass, Delray Beach, MN 82956",(412) 013-2202,Profit Motivated,1976-08-05,38613,Laurine Horn,Vaughan & Bushnell Manufacturing,878 Euclid Alley,(412) 850-7133,artists1957@outlook.com,Profit Motivated,OHP
800026196,42003,Allegheny,16,Whitehall,273 Shore View Square,283 Orange Expressway,Millbrae,PA,17134,217,Insured-Unsubsidized,Housing Authority of Thornburg,"1197 Malta Crescent, Buckeye, VA 22055",(412) 271-0015,Limited Dividend,1992-03-05,253510,Johnsie Montgomery,"Respironics, Inc.",705 Foerster Spur,(412) 453-5178,metropolitan2017@example.com,Profit Motivated,Pittsburgh
800720696,42003,Allegheny,17,Elizabeth,Sur La Table,532 Napoleon Loop,Flint,PA,11881,405,Insured-Unsubsidized,Housing Authority of Bethel Park,"484 College Court, Rohnert Park, NY 18749",(412) 332-0926,Profit Motivated,1971-08-03,261365,Dale Glass,Big Lots,360 Montalvo Bayou,(412) 773-8635,model1890@duck.com,Limited Dividend,OHP
800933842,42003,Allegheny,16,Collier,1182 Veterans Cove,950 Via Bufano Bridge,Ann Arbor,PA,15730,405,Insured-Unsubsidized,Housing Authority of Forest Hills,"684 Ventura Field, Johnstown, IN 21662",(412) 765-9255,Non-Profit,1977-02-03,89787,Quinton Stein,Pro Property Maintenance,711 Cordelia Spur,(412) 738-9945,disciplines1965@gmail.com,Non-Profit,OHP
800436399,42003,Allegheny,13,Scott,1117 Key Row,496 Perasto Street,Colleyville,PA,35957,31,Insured-Subsidized,Housing Authority of Kennedy,"90 Meadowbrook Shore, San Benito, SD 14316",(412) 375-4299,Profit Motivated,2010-09-30,133363,Charles Douglas,Hunt Petroleum,585 Westmoorland Walk,(412) 780-5915,authorities1950@gmail.com,Limited Dividend,Baltimore
